,2100100,2100200,2101500,2100300,2101400,2100600,2101100,2100700,2102000,2101200,2100900,2101000,2102800,2101800,2102300,2102700,2100800,2102600,2101600,2102100,2102500,2102200,2101901,2101902,2102400,2101704,2101705,2101703,2101702,2101701,2101706,2100400,2101300,2100500
2102100,418555.25,315361.91,276288.41,332407.19,287352.69,98181.89,234608.92,84479.78,59745.5,85252.31,150926.7,189179.5,214105.8,133729.06,103320.59,153270.0,97778.63,152808.81,124019.27,0.0,189443.64,65709.84,63503.02,69315.66,180818.38,133017.23,133233.88,138036.44,142178.11,154259.06,148620.36,198375.61,169265.52,220053.73
2102200,495472.31,392278.97,353205.47,409324.25,364269.72,175806.13,173573.28,131612.27,106817.93,146272.48,171531.63,140523.67,168996.77,169610.67,91922.16,108160.98,118383.57,143486.95,168465.83,65710.84,180121.78,0.0,63832.82,61173.89,171496.52,168898.84,181743.45,173918.05,178059.72,190140.67,197129.94,265842.38,246182.58,287520.5
2102300,463867.25,360673.94,321600.44,377719.19,332664.69,205246.52,201121.95,177144.69,75212.88,145759.2,217064.05,168072.34,151207.56,134569.72,0.0,79683.3,163915.98,89629.27,133424.86,103331.17,126264.09,92614.96,35383.67,37443.22,117638.83,133857.89,146702.5,138877.09,143018.77,155099.72,162088.97,265251.13,214577.53,277082.41
2102400,517710.47,414517.13,307165.16,431562.41,349806.72,281237.88,305814.0,256933.98,148438.17,216582.23,296853.34,272764.41,198507.94,105510.13,117872.17,141929.25,243705.28,41850.39,176942.16,181434.45,22704.53,172404.25,113486.95,117232.52,0.0,150189.59,163034.2,132357.61,142872.25,150379.47,178420.67,319094.31,247550.66,330925.59
2102500,520470.34,417277.0,309925.03,434322.28,352566.59,289202.34,313778.47,264898.44,156402.64,219342.11,304817.81,280728.84,275094.91,108270.0,125836.63,165053.0,251669.75,49814.85,179702.03,189398.91,0.0,180368.72,121451.41,125196.98,22455.99,152949.47,165794.08,135117.5,145632.14,153139.34,181180.56,321854.19,250310.53,333685.47
2102600,499183.53,395990.22,288638.25,413035.47,331279.81,252683.58,277259.69,228379.67,119883.87,193196.25,268299.03,244210.08,238576.14,86983.22,89317.86,177740.36,215150.97,0.0,158415.25,152880.14,50254.02,143849.94,84932.64,88678.2,41628.77,131662.69,144507.28,113830.7,124345.35,131852.56,159893.77,300567.41,229023.75,312398.69
2102700,535232.13,432038.78,392965.31,449084.06,404029.56,260166.58,162262.94,215972.72,146577.75,217124.08,255892.08,151997.56,86889.18,203129.5,79657.88,0.0,202744.02,177005.78,201984.64,153554.66,165586.27,107989.65,104655.02,98507.87,141682.34,202417.67,215262.28,207436.88,211578.55,223659.5,230648.75,336615.97,285942.41,348447.28
2102800,596830.75,493637.41,454563.91,510682.66,465628.16,321765.19,102672.77,277571.31,208176.36,278722.69,317490.69,151753.97,0.0,264728.09,151261.94,87076.81,202010.69,238604.39,263583.25,215153.25,275239.22,169588.25,166253.63,160106.47,198240.25,264016.28,276860.88,269035.47,273177.16,285258.09,292247.34,398214.59,347541.0,410045.88
2100400,284793.22,181599.89,142158.88,144883.11,153223.14,98895.08,380116.94,174463.78,201209.27,128695.78,274753.97,312966.31,397706.94,229456.77,265138.34,336871.16,221565.45,298323.66,165261.86,198320.69,320342.09,262572.78,231879.83,235807.59,315236.34,177012.91,159154.53,190155.48,172552.75,171437.2,164598.7,0.0,136732.81,23514.84
2100500,263936.25,160742.94,121301.92,124026.15,132366.17,121026.67,402248.53,196595.38,213478.81,140965.33,296885.56,335097.91,409976.47,241726.31,277407.91,349140.69,243697.05,310593.19,177531.41,220452.3,332611.63,284704.38,244149.38,248077.14,327505.91,189282.45,171424.08,202425.03,184822.3,183706.75,176868.25,23485.33,104298.3,0.0
2101290,299806.03,196612.7,157539.22,213657.98,168603.47,107979.89,347410.81,187461.19,112229.59,62118.12,276701.38,314361.19,308727.25,135483.14,176158.67,247891.47,223553.3,204350.03,71288.24,130523.05,226368.45,206298.09,142900.14,146827.91,221262.72,83039.29,65180.91,96181.87,78579.13,77463.58,59658.47,104181.92,40703.93,116013.2
